"createtime","model_name","model_version","group_id","aggregation_level","feature_name","ks_stat","p_value","prediction_as_of_datetime_utc"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","pulse_last","0.8755556","0","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","bp_systolic_trend","0.3564753","0.1621678","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","bp_systolic_median","0.6666667","0.0002047","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","bp_systolic_variance","0.6151906","0.0009234","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","bp_systolic_last","0.6626613","0.0002317","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","bp_diastolic_trend","0.3241359","0.2480079","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","bp_diastolic_median","0.6666667","0.0002047","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","respiration_trend","0.300321","0.3289517","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","respiration_median","0.8847623","0","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","respiration_variance","0.6020174","0.001304","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","respiration_last","0.8737582","0","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","weight_trend","0.5549645","0.0043348","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","weight_median","0.7789598","0.0000036","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","weight_variance","0.53487","0.0068385","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","days_back_1_notes","1","0","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","days_back_2_notes","1","0","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","days_back_3_notes","1","0","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","days_back_4_notes","1","0","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","days_back_5_notes","1","0","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","days_back_6_notes","1","0","2025-08-11 04:00:05.000"
"2025-09-24 19:05:19.6227350","prth","1.0.7","2025_8_11_am","run","days_back_7_notes","1","0","2025-08-11 04:00:05.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","temperature_median","0.75","0.0000416","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","temperature_variance","0.4499337","0.0556644","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","temperature_last","0.7486737","0.0000435","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","o2_sats_trend","0.1741573","0.9393301","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","o2_sats_median","0.872191","0.0000002","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","o2_sats_variance","0.3230337","0.3118475","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","o2_sats_last","0.866573","0.0000003","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","pain_level_trend","0.2407073","0.7357869","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","pain_level_median","0.6067912","0.0056767","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","pain_level_variance","0.2437211","0.7222304","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","pain_level_last","0.6799277","0.0010711","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","pulse_trend","0.1773333","0.929698","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","pulse_median","0.7473333","0.0000454","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","pulse_variance","0.492","0.0273897","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","weight_last","0.6382979","0.0012125","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","no_of_new_drug_taken","0.2947977","0.4157642","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","total_drugs_taken","0.6702312","0.0004942","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","tube_feeding","0.016185","1","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","npo","0.0023121","1","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","num_abnormal_labs_3day","0.0936416","0.9999914","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","num_panic_labs_3day","0.0046243","1","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","days_back_1_notes","1","0","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","days_back_2_notes","1","0","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","days_back_3_notes","1","0","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","days_back_4_notes","1","0","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","days_back_5_notes","1","0","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","days_back_6_notes","1","0","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","days_back_7_notes","1","0","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","bp_diastolic_variance","0.6154873","0.002076","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","bp_diastolic_last","0.75","0.0000418","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","blood_sugar_trend","0.3222591","0.39622","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","blood_sugar_median","0.6059801","0.0066307","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","blood_sugar_variance","0.4465116","0.0951068","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","blood_sugar_last","0.5222591","0.0305047","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","temperature_trend","0.2122016","0.8000984","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","respiration_trend","0.1667813","0.9549333","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","respiration_median","0.8667469","0.0000003","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","respiration_variance","0.3461142","0.2364436","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","respiration_last","0.7376204","0.0000628","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","weight_trend","0.3971631","0.1245864","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","weight_median","0.6312057","0.0014517","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","weight_variance","0.4326241","0.0742386","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","day_of_stay","0.4099711","0.1023689","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","age","0.25","0.6177745","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","severe_comorbidity_1","0.3375723","0.7677579","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","severe_comorbidity_2","0.3872832","0.631706","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","severe_comorbidity_3","0.532948","0.2629778","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","severe_comorbidity_4","0.4080925","0.5741273","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","severe_comorbidity_5","0.4381503","0.4921377","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","pulse_last","0.7366667","0.0000652","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","bp_systolic_trend","0.3302737","0.2854022","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","bp_systolic_median","0.625","0.0016291","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","bp_systolic_variance","0.5714286","0.0056918","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","bp_systolic_last","0.6209947","0.001799","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","bp_diastolic_trend","0.310247","0.3559755","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_12_am","run","bp_diastolic_median","0.75","0.0000418","2025-09-12 15:00:07.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","day_of_stay","0.5385999","0.0060858","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","age","0.3674816","0.1383428","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","severe_comorbidity_1","0.7236994","0.5542725","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","severe_comorbidity_2","0.7121387","0.5773672","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","severe_comorbidity_3","0.8208092","0.3602771","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","severe_comorbidity_4","0.6855491","0.630485","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","severe_comorbidity_5","0.5156069","0.9699769","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","bp_diastolic_variance","0.6098502","0.0010663","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","bp_diastolic_last","0.6666667","0.0002047","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","blood_sugar_trend","0.2428941","0.6046919","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","blood_sugar_median","0.6237726","0.0009329","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","blood_sugar_variance","0.4852713","0.0211641","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","blood_sugar_last","0.5400517","0.0071327","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","temperature_trend","0.3119658","0.2870778","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","days_back_1_notes","1","0","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","days_back_2_notes","1","0","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","days_back_3_notes","1","0","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","days_back_4_notes","1","0","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","days_back_5_notes","1","0","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","days_back_6_notes","1","0","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","days_back_7_notes","1","0","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","temperature_median","0.8888889","0","2025-09-02 15:00:10.000"
"2025-09-24 19:34:53.3060300","prth","1.0.7","2025_9_2_am","run","temperature_variance","0.4982317","0.0145339","2025-09-02 15:00:10.000"
