,prediction_id,prediction_timestamp,prediction_score,actual_label,transaction_amount,user_history_days,device_type,location_risk
23,pred_23,2025-10-01 19:41:44.753172,0.029823323150032787,0,45.20563619374645,171,tablet,0.05939994809543272
24,pred_24,2025-10-05 17:32:22.753172,0.25426999210356205,0,15.142012140547534,806,mobile,0.4816766097199964
25,pred_25,2025-10-04 21:53:09.753172,0.15379865762711795,0,48.19018920904995,726,desktop,0.2210393642002214
26,pred_26,2025-10-05 01:40:01.753172,0.06894519589545296,0,24.51599793110902,969,desktop,0.00043222356044314266
27,pred_27,2025-10-04 19:07:11.753172,0.14358841356341623,0,57.50654728927718,885,desktop,0.21017503830683157
28,pred_28,2025-10-04 17:42:21.753172,0.14079216729806499,0,10.9813724417,68,desktop,0.10519936571474693
29,pred_29,2025-10-05 01:29:20.753172,0.03465239827424756,0,114.78011304726502,679,desktop,0.03443093010687733
30,pred_30,2025-10-03 15:23:42.753172,0.2680092887077227,0,18.262256129632334,845,desktop,0.1861312376145805
31,pred_31,2025-10-04 23:11:42.753172,0.2761993191422658,0,0.5185859225346403,871,desktop,0.5337029092341935
32,pred_32,2025-10-04 05:52:41.753172,0.13063520712701676,0,3.777525273206388,229,tablet,0.22077735655690225
33,pred_33,2025-10-05 05:28:40.753172,0.35198057841192676,0,133.39499793736374,359,desktop,0.5265925760155643
34,pred_34,2025-09-30 23:26:33.753172,0.16891701195408493,0,15.724456034553087,324,mobile,0.07687424011575615
35,pred_35,2025-10-07 01:17:48.753172,0.11858639770182836,0,138.82016536526126,507,mobile,0.12759019767826335
36,pred_36,2025-10-01 04:28:03.753172,0.2877436892231768,0,14.47068611092618,419,tablet,0.2566328673560621
37,pred_37,2025-09-30 22:21:10.753172,0.05288690302056252,0,13.524523772102608,981,tablet,0.004621469438743884
38,pred_38,2025-10-07 07:17:36.753172,0.09445788202160647,0,41.90778901305508,687,desktop,0.15264593890624498
39,pred_39,2025-10-05 01:52:22.753172,0.17135663799685416,0,103.74003264741138,65,desktop,0.10424151292907831
40,pred_40,2025-10-01 03:02:46.753172,0.07452794840888154,0,30.927525518934907,698,tablet,0.050979652845666565
41,pred_41,2025-10-05 13:57:20.753172,0.09726564641774377,0,8.19333597526824,724,tablet,0.09527140548227198
42,pred_42,2025-10-05 13:09:52.753172,0.1912731461172862,0,6.044857239692892,347,mobile,0.2751184536935721
43,pred_43,2025-10-02 15:50:42.753172,0.29970958065282405,0,40.57700920697093,755,tablet,0.5119550148815373
44,pred_44,2025-10-06 12:08:08.753172,0.36146144377998424,0,19.981704989814098,230,tablet,0.6282231064175371
45,pred_45,2025-10-03 15:25:24.753172,0.1014486123100984,0,82.51687695876598,106,tablet,0.1852813671761276
46,pred_46,2025-10-06 02:04:42.753172,0.18353626721336228,0,18.627447693292464,777,desktop,0.3801692645207146
47,pred_47,2025-10-05 20:49:31.753172,0.07191607063075219,0,0.0560636728223759,324,desktop,0.020684540194117862
48,pred_48,2025-10-04 01:41:45.753172,0.09711082305061354,0,17.903098611446826,727,mobile,0.09508347315441701
49,pred_49,2025-10-07 18:00:20.753172,0.20607054544058967,0,4.519703942976728,535,mobile,0.4677016387312748
50,pred_50,2025-10-06 13:29:57.753172,0.17886179798587343,0,53.08579775178833,320,desktop,0.017809198812498983
51,pred_51,2025-10-05 14:00:25.753172,0.1566077341032033,0,36.86358511160535,331,mobile,0.053334803226329365
52,pred_52,2025-10-04 20:19:43.753172,0.15955147923506166,0,47.178097705259,211,desktop,0.047378472280399146
53,pred_53,2025-10-02 03:16:38.753172,0.29572169063981046,0,73.87633228333256,466,desktop,0.5553210301951963
54,pred_54,2025-10-04 23:41:26.753172,0.35948161437229553,0,77.30474351763009,492,tablet,0.6498573109666295
55,pred_55,2025-09-30 23:12:52.753172,0.2981101492052845,0,8.41844787879732,946,mobile,0.40113446067694064
56,pred_56,2025-10-05 17:21:20.753172,0.2668047904921635,0,18.863889605185676,480,tablet,0.4752780569998939
57,pred_57,2025-10-04 15:55:01.753172,0.24459863785294783,0,37.72377912144243,745,desktop,0.38875899631487537
58,pred_58,2025-10-05 01:32:21.753172,0.15887636929945761,1,8.401169781686143,739,desktop,0.2902483562237283
59,pred_59,2025-10-05 23:16:56.753172,0.26756098854537164,0,56.04863157011637,762,desktop,0.41260566979636504
60,pred_60,2025-10-02 12:37:11.753172,0.15126523349139326,0,3.873987205965978,43,mobile,0.19448719891206362
61,pred_61,2025-10-06 13:24:10.753172,0.1897407019794345,1,144.25684448957276,75,desktop,0.2567732205208928
62,pred_62,2025-10-06 06:07:29.753172,0.07003604332954702,1,20.260461616043592,999,mobile,0.12672610264147158
63,pred_63,2025-10-01 04:50:02.753172,0.30251507311260284,0,32.2954683041514,479,desktop,0.5711133917201143
64,pred_64,2025-10-04 09:39:27.753172,0.17275755313577545,0,32.94278139502215,797,mobile,0.13329252153052729
65,pred_65,2025-10-04 21:41:37.753172,0.20917723774916844,0,4.823166909516067,547,desktop,0.4905325936197562
66,pred_66,2025-10-01 23:10:43.753172,0.09545024805033067,0,44.32664787541921,758,tablet,0.07545301565559122
67,pred_67,2025-10-01 04:13:10.753172,0.14747602429365358,0,208.9476293816292,158,tablet,0.1511436675732968
68,pred_68,2025-10-03 21:54:22.753172,0.15971199738584493,0,202.14320954404405,65,desktop,0.20032319974827864
69,pred_69,2025-10-04 10:36:58.753172,0.28243977474376436,0,4.613288418587086,103,tablet,0.28747351085347
70,pred_70,2025-10-06 22:47:31.753172,0.474698681942637,0,11.566586081703557,958,tablet,0.6775269536714202
71,pred_71,2025-10-03 08:07:09.753172,0.17345676917860972,0,32.27951966912437,50,desktop,0.004606327292578433
72,pred_72,2025-10-02 17:23:57.753172,0.08622093374259712,0,622.9161769638031,441,desktop,0.06203212521517099
73,pred_73,2025-10-06 21:09:51.753172,0.19306117902114045,1,10.707466628504289,804,tablet,0.18390699203029712
74,pred_74,2025-10-05 16:35:28.753172,0.1944768477266511,0,4.779772836490136,381,mobile,0.2477178673498699
75,pred_75,2025-10-02 16:01:50.753172,0.2099855810879056,0,19.813714928820225,811,tablet,0.14606367478841836
76,pred_76,2025-10-01 17:59:07.753172,0.3526523784650224,0,30.240611692859694,882,desktop,0.5413414626096864
77,pred_77,2025-10-07 13:01:12.753172,0.26025244524085933,0,12.08108891223142,824,mobile,0.21202320101390254
78,pred_78,2025-10-06 09:13:00.753172,0.1813888632456453,0,12.838041060387322,915,tablet,0.1381998111981559
79,pred_79,2025-10-03 23:48:08.753172,0.11016969808375894,0,1.3390189900715102,251,mobile,0.20452427872418247
80,pred_80,2025-10-02 16:33:48.753172,0.1423458113048941,0,27.998918918906174,829,mobile,0.18844626010016163
81,pred_81,2025-10-06 17:30:57.753172,0.21463320267863534,0,16.304900094115727,437,tablet,0.3617363185450897
82,pred_82,2025-10-06 05:00:38.753172,0.36014582283607616,1,335.45402706450096,270,tablet,0.6389943992785607
83,pred_83,2025-10-07 11:14:19.753172,0.1476513852970735,0,4.220681475415096,880,mobile,0.1447623541119114
84,pred_84,2025-10-06 23:50:27.753172,0.024045028547407678,0,6.584369124580322,218,mobile,0.006323453466095986
85,pred_85,2025-10-05 22:23:53.753172,0.11935641648925474,0,552.9934224633159,938,tablet,0.04607910928018802
86,pred_86,2025-10-02 18:44:41.753172,0.1312307965922091,0,30.807257869608573,672,desktop,0.1509395357202882
87,pred_87,2025-10-04 09:04:28.753172,0.43535539510505566,0,135.61597217650012,875,tablet,0.7852039009165894
88,pred_88,2025-10-07 03:14:11.753172,0.260926672306359,0,65.67371678995099,588,desktop,0.1904723458349905
89,pred_89,2025-10-04 12:16:55.753172,0.13905383759946965,0,15.763073926443337,60,desktop,0.20200644788232283
90,pred_90,2025-09-30 19:32:56.753172,0.07002795983567742,0,42.942676670653555,181,tablet,0.017690623487330217
91,pred_91,2025-10-06 03:59:15.753172,0.19097413786681378,0,148.0795413835329,166,mobile,0.3006229470826713
92,pred_92,2025-10-07 01:14:26.753172,0.1383191049245118,1,76.12221733431684,720,mobile,0.024823441676678493
93,pred_93,2025-10-07 11:17:01.753172,0.36029433815247514,0,18.719899289788458,237,mobile,0.5720516965919307
94,pred_94,2025-10-04 22:04:30.753172,0.11040517745570809,0,44.14489092691966,500,desktop,0.11059863960219257
95,pred_95,2025-10-05 13:11:22.753172,0.22359418728981695,0,38.89339103945821,648,mobile,0.3627993007456361
96,pred_96,2025-10-04 00:23:21.753172,0.35918393595243137,0,4.777596914930567,889,tablet,0.434884842880936
97,pred_97,2025-10-05 18:40:28.753172,0.14946623103108922,0,162.60637039334708,683,tablet,0.22215128141362683
98,pred_98,2025-10-02 03:58:34.753172,0.14996713528643574,0,8.44591590596071,274,desktop,0.1919372757348343
99,pred_99,2025-10-07 06:22:18.753172,0.10251634457691988,0,89.4362265144416,637,mobile,0.04644126443259957
100,pred_100,2025-10-05 04:42:42.753172,0.22226102557346195,0,259.9126855645103,611,mobile,0.17421993286681353
101,pred_101,2025-10-01 07:27:06.753172,0.23439862712945497,0,179.50051666563286,593,mobile,0.43883254808427624
102,pred_102,2025-10-03 13:52:57.753172,0.12810901465117405,0,9.163635924051357,212,desktop,0.10617915215569318
103,pred_103,2025-10-07 12:15:41.753172,0.1612533891677574,0,88.16212174577818,894,mobile,0.2348469904754197
104,pred_104,2025-10-02 21:02:23.753172,0.15528795615594024,0,2.508656497440845,539,desktop,0.08041650708487276
105,pred_105,2025-10-07 16:44:32.753172,0.1690988157894185,0,3.2958544334656708,330,tablet,0.030332367991630686
106,pred_106,2025-10-06 16:55:28.753172,0.15369939186807996,0,1.9554056187214324,182,mobile,0.14336598369481354
107,pred_107,2025-10-03 12:26:46.753172,0.2992644254869306,0,9.699916687146139,944,desktop,0.6638119662517378
108,pred_108,2025-10-03 22:19:07.753172,0.2708528286324238,0,2.8982837665802865,437,mobile,0.3024440298160868
109,pred_109,2025-10-06 21:33:10.753172,0.26088612100396047,0,40.88199145325162,12,mobile,0.10532335556827457
110,pred_110,2025-10-02 08:00:57.753172,0.31100792687923573,1,3.6329683269140896,474,desktop,0.5627085009886679
111,pred_111,2025-10-07 04:16:28.753172,0.2707597395819884,0,15.899434722635327,172,desktop,0.40770718843733633
112,pred_112,2025-10-04 04:20:56.753172,0.2724472915140674,1,154.80124654735476,229,desktop,0.5991514119587532
113,pred_113,2025-10-05 00:02:14.753172,0.21104296007093837,0,22.396357944446112,313,mobile,0.3297908904953884
114,pred_114,2025-10-06 14:42:15.753172,0.19257552753580987,0,13.694378474991533,115,tablet,0.330404945474207
115,pred_115,2025-10-04 06:42:40.753172,0.08872911289978204,0,38.220202197778065,975,tablet,0.02823663059812257
116,pred_116,2025-10-01 03:49:14.753172,0.18916513838187882,0,26.00266001744217,616,mobile,0.17931795051734065
117,pred_117,2025-10-06 07:27:59.753172,0.2204069469861912,1,18.326046044893832,325,tablet,0.30175660855351455
118,pred_118,2025-10-03 12:32:22.753172,0.09759729494330037,0,2.5460875891756896,139,desktop,0.0057757270712452
119,pred_119,2025-10-01 17:46:34.753172,0.37084241921253785,1,23.68823224619012,375,tablet,0.7346539570720129
120,pred_120,2025-10-05 15:36:23.753172,0.06197373626585484,0,25.989861492965712,914,tablet,0.08900624395712782
121,pred_121,2025-10-04 09:53:14.753172,0.10913891382086172,0,49.93201911573245,591,mobile,0.10198678817129343
122,pred_122,2025-10-05 10:31:01.753172,0.04214999451961621,0,56.344972043245455,693,mobile,0.03706604238977167
123,pred_123,2025-10-07 11:02:47.753172,0.13701909566446543,0,2.7969561685350217,441,desktop,0.07771721821268175
124,pred_124,2025-10-03 15:50:19.753172,0.08205821535261101,0,4.921918014282376,366,tablet,0.021666284084528444
125,pred_125,2025-10-06 10:40:14.753172,0.20890440358854762,1,10.074894971936732,736,desktop,0.3554383334818885
126,pred_126,2025-10-05 17:17:33.753172,0.2840970796534156,0,1.739736121203344,2,mobile,0.11508652913793052
127,pred_127,2025-10-06 13:06:56.753172,0.23557328600917662,0,38.909915836866446,510,desktop,0.47439723198452743
128,pred_128,2025-10-06 06:59:58.753172,0.30919792229247406,0,65.00270947668106,784,desktop,0.40100129413665025
129,pred_129,2025-10-04 14:14:35.753172,0.10254478064545713,0,80.37673839975689,399,desktop,0.0892273778378387
130,pred_130,2025-10-04 11:52:24.753172,0.14358699408703296,0,52.25127710706485,448,desktop,0.11632659070504338
131,pred_131,2025-10-05 09:04:36.753172,0.12181103570851441,0,0.683385006772225,779,tablet,0.024483669832163234
132,pred_132,2025-10-04 15:22:30.753172,0.26172412770119097,0,59.92536249466706,466,mobile,0.17737534310540892
133,pred_133,2025-10-05 08:26:25.753172,0.1642262506752049,0,3.110660316921331,268,desktop,0.28713040685958785
134,pred_134,2025-10-05 13:39:01.753172,0.16095700176411146,0,55.684765546407945,417,mobile,0.23193878836539208
135,pred_135,2025-10-06 01:21:11.753172,0.107876770038281,0,4.163675354781728,977,mobile,0.17991788666750924
136,pred_136,2025-10-02 06:44:37.753172,0.1619440924238908,0,13.212031729585245,659,mobile,0.004067157155195367
137,pred_137,2025-10-06 11:34:50.753172,0.2808381233347952,0,99.33386534433087,701,tablet,0.3815068141433675
138,pred_138,2025-10-07 15:00:24.753172,0.21172522203941974,0,1.5647694732048398,807,desktop,0.15959262766323598
139,pred_139,2025-10-05 07:35:27.753172,0.08696321207125897,0,5.68526603697532,565,desktop,0.04846607187368636
140,pred_140,2025-10-01 01:56:32.753172,0.3475899300718886,0,12.495359814413737,215,mobile,0.5033763450759651
141,pred_141,2025-10-06 18:13:03.753172,0.28687570557505837,0,6.438765594231966,255,desktop,0.46335950055699804
142,pred_142,2025-10-03 22:01:38.753172,0.06895538440020982,0,3.4546107595511235,587,tablet,0.15390706913389135
143,pred_143,2025-10-05 22:58:30.753172,0.5376969014046801,0,63.89536831431,88,mobile,0.9175783476296424
144,pred_144,2025-10-01 15:44:37.753172,0.17390306225945062,0,19.199619912083666,299,desktop,0.13362744812794494
145,pred_145,2025-10-04 08:03:00.753172,0.292317062634455,0,155.1158853203914,639,tablet,0.5018301169033402
146,pred_146,2025-10-05 14:51:07.753172,0.09208802130584857,1,14.997519820547604,276,mobile,0.0990753558656048
147,pred_147,2025-10-07 03:00:40.753172,0.14670626862557856,1,23.08025053796712,219,mobile,0.27425159460883286
148,pred_148,2025-10-04 23:30:09.753172,0.37062013259231996,0,77.53358178999451,906,desktop,0.3590119930641471
149,pred_149,2025-10-04 03:01:16.753172,0.10603744416171638,0,10.450756122760415,615,mobile,0.06621291389494094
150,pred_150,2025-10-06 00:50:46.753172,0.1941410356001762,0,68.55462576988407,358,mobile,0.27022830859001773
151,pred_151,2025-10-01 20:23:02.753172,0.23205948992945763,0,2.7548599712324906,317,desktop,0.3570165727898112
152,pred_152,2025-10-04 03:44:04.753172,0.2796600996001498,0,25.339263422608933,58,tablet,0.38664413252794555
153,pred_153,2025-10-04 00:10:59.753172,0.06160461949901703,0,70.24883112868325,751,desktop,0.07138559806035985
154,pred_154,2025-10-05 06:36:48.753172,0.15417181789172116,0,58.43437871550751,913,desktop,0.1708142944299771
155,pred_155,2025-10-06 03:52:16.753172,0.223134397651245,0,6.094969730227435,463,desktop,0.5004578328968263
156,pred_156,2025-10-02 17:50:30.753172,0.19345026560458262,0,3.038266278448633,37,tablet,0.2652557957219696
157,pred_157,2025-10-06 18:43:12.753172,0.10989062405015998,0,9.47171054625451,465,desktop,0.20046769110921642
158,pred_158,2025-10-02 18:11:21.753172,0.32633052653555955,0,32.139476270805304,86,mobile,0.6888751990780015
159,pred_159,2025-10-07 09:58:59.753172,0.11610710551036299,0,4.517490605556213,467,desktop,0.12753719253235285
160,pred_160,2025-09-30 19:17:58.753172,0.16110621609049652,0,61.511957155722556,441,mobile,0.10039712256934641
161,pred_161,2025-10-03 23:47:33.753172,0.10535222175087118,0,201.43597015063906,993,desktop,0.09088242745171791
162,pred_162,2025-10-04 08:06:29.753172,0.1129025729813426,0,51.49886063249851,127,desktop,0.09080874839716024
163,pred_163,2025-10-02 23:03:12.753172,0.12717518876982511,0,40.59170314069083,136,desktop,0.18163316097979806
164,pred_164,2025-10-05 07:06:41.753172,0.20796150156375087,0,86.70640165492492,455,desktop,0.31084800351897596
165,pred_165,2025-10-05 23:49:13.753172,0.24290076363181115,1,75.23333016421513,566,mobile,0.5096753630397168
166,pred_166,2025-10-03 13:49:19.753172,0.2625581633724765,0,695.6799452944907,930,tablet,0.3665090671206676
167,pred_167,2025-10-02 11:08:46.753172,0.045183372883848036,0,24.578373380141976,40,tablet,0.0037025757726270405
168,pred_168,2025-10-02 11:20:08.753172,0.4249362857893548,0,1382.2869418527657,818,mobile,0.4187959743479717
169,pred_169,2025-10-04 10:31:26.753172,0.07841660288542841,0,24.209703136277337,360,mobile,0.003245372114395595
170,pred_170,2025-10-01 16:32:55.753172,0.038050374586346615,0,20.23287385817646,762,mobile,0.01124283532809103
171,pred_171,2025-10-06 10:12:54.753172,0.2446775197278864,0,23.204091066435396,69,mobile,0.5320358618045583
172,pred_172,2025-10-05 02:30:41.753172,0.2007964355922527,0,33.63334318057319,805,tablet,0.18774410260873903
173,pred_173,2025-10-07 10:44:36.753172,0.13476985626094956,0,239.06213481604726,721,tablet,0.18610245434290887
174,pred_174,2025-10-04 16:43:34.753172,0.17825657905582978,0,24.697640190102398,887,mobile,0.09276655353610404
175,pred_175,2025-10-06 10:49:03.753172,0.3954645645516851,0,20.934024981744784,173,desktop,0.6702713055317684
176,pred_176,2025-10-03 22:41:19.753172,0.14199962787711862,0,30.923291372297996,430,tablet,0.2701525012357908
177,pred_177,2025-10-04 02:54:45.753172,0.18650576280172693,0,2.7959926458631372,524,tablet,0.02364778873932869
178,pred_178,2025-09-30 23:43:23.753172,0.2608894319289952,0,2.878065869545749,540,tablet,0.5446254119998257
179,pred_179,2025-10-07 03:36:39.753172,0.10971077032119293,0,10.176371566337902,349,desktop,0.20152793702976188
180,pred_180,2025-10-05 04:08:22.753172,0.07581068527966876,0,7.20927755427361,140,tablet,0.09753536922256048
181,pred_181,2025-10-03 13:07:03.753172,0.179521465968225,0,22.775020112407656,499,desktop,0.33732402892430446
182,pred_182,2025-10-03 23:50:14.753172,0.02457032974390141,0,29.0906976745588,84,desktop,0.03932356028022896
183,pred_183,2025-10-03 05:03:53.753172,0.06605894507221903,0,14.559279769385464,305,tablet,0.07022462702064854
184,pred_184,2025-10-07 11:40:47.753172,0.2018067951054488,0,2.4780874670132853,73,desktop,0.23622859193067933
185,pred_185,2025-10-06 22:57:15.753172,0.2814375924868715,0,1.651570018600922,37,desktop,0.357458406152272
186,pred_186,2025-10-03 00:10:36.753172,0.24354850390819052,0,2.9843439195318435,150,tablet,0.4777919408168685
187,pred_187,2025-10-01 07:35:15.753172,0.1288798430622446,0,4.602531040009896,391,mobile,0.10820188660764897
188,pred_188,2025-10-04 22:06:09.753172,0.20828823235247274,0,9.825888988276219,609,tablet,0.31997662112998904
189,pred_189,2025-10-05 15:38:33.753172,0.38948527173013636,0,143.3874081740737,118,mobile,0.5343730841655124
190,pred_190,2025-10-03 14:43:48.753172,0.11335686451260987,0,44.37565746526772,115,tablet,0.21330681618698735
191,pred_191,2025-10-07 12:31:34.753172,0.3520514909550607,0,100.91408555214163,907,mobile,0.6200866883181085
192,pred_192,2025-10-02 00:30:04.753172,0.10316219131263425,0,1.5184626101001923,398,tablet,0.02354927466473154
193,pred_193,2025-10-04 12:21:15.753172,0.2670813037649292,0,39.90038360657076,813,desktop,0.6012404372369637
194,pred_194,2025-10-02 11:28:37.753172,0.217142350317394,0,62.3921115062,702,mobile,0.33576809672231833
195,pred_195,2025-10-02 13:04:13.753172,0.13785275569904543,0,9.79515410417215,797,mobile,0.0637463281387943
196,pred_196,2025-10-07 01:10:26.753172,0.1691646227306568,0,23.5989085550813,195,desktop,0.1814817449532995
197,pred_197,2025-10-02 23:31:23.753172,0.31041828025089174,0,67.86087395051076,716,tablet,0.6666340009131508
198,pred_198,2025-09-30 19:06:39.753172,0.13864359677486793,0,14.162218524434262,566,mobile,0.07376001450380909
199,pred_199,2025-10-05 05:00:44.753172,0.1696407068458495,1,56.75128447971646,502,desktop,0.3141724073392257
200,pred_200,2025-10-02 17:51:34.753172,0.12269333458871182,0,22.228928251841804,563,tablet,0.01242170705216752
201,pred_201,2025-10-07 15:51:16.753172,0.2415840267433117,1,5.778260782118949,106,tablet,0.47948604369520353
202,pred_202,2025-10-03 06:18:34.753172,0.21642979851711297,0,144.395699707227,899,mobile,0.046180221283293556
203,pred_203,2025-10-03 13:36:31.753172,0.1547228407171003,0,100.94420236627872,327,mobile,0.1608041176956215
204,pred_204,2025-10-03 07:16:04.753172,0.1818058604278615,0,72.94457521300728,688,tablet,0.33445554420521817
205,pred_205,2025-10-06 09:55:30.753172,0.04887352122372676,0,58.4207273073653,499,desktop,0.05821268067837822
206,pred_206,2025-10-03 10:55:24.753172,0.20661709556232452,0,4.05088321615183,352,desktop,0.17725248587741993
207,pred_207,2025-10-02 04:48:03.753172,0.06632276719878026,0,9.397303812135593,46,mobile,0.04286049769203307
208,pred_208,2025-09-30 19:06:08.753172,0.15295091986257323,0,113.85025642039881,968,mobile,0.1684339257794041
209,pred_209,2025-10-01 07:53:19.753172,0.09572046045524835,0,19.229177708723274,35,desktop,0.0826992939835356
210,pred_210,2025-10-02 14:07:11.753172,0.1728339422525106,1,6.965215433323753,279,tablet,0.09200183655986496
211,pred_211,2025-10-01 16:08:27.753172,0.2833724931243183,0,7.054422474265575,348,desktop,0.4998064414409053
212,pred_212,2025-10-07 09:04:18.753172,0.17346392145353087,0,1.6144395666750566,457,desktop,0.2906848758337156
213,pred_213,2025-10-06 02:21:14.753172,0.07537494885048741,0,5.692140332468813,962,mobile,0.09917055292572169
214,pred_214,2025-10-02 12:35:05.753172,0.20950847047411883,1,21.21706161725021,2,desktop,0.1916009308666073
215,pred_215,2025-10-03 11:17:59.753172,0.08982998074166203,0,15.611550357000741,212,desktop,0.16429256625524902
216,pred_216,2025-10-07 13:38:22.753172,0.09935699135306493,0,101.06833445628118,142,mobile,0.025866229953156954
217,pred_217,2025-10-03 09:22:42.753172,0.15828916383710157,0,4.00258036355698,307,tablet,0.118447449902105
218,pred_218,2025-10-07 01:10:41.753172,0.2827794822888159,1,265.9499565221353,146,desktop,0.4037464671705815
219,pred_219,2025-10-02 14:27:44.753172,0.3152509260709725,0,61.55843115766274,908,tablet,0.6117595158425901
220,pred_220,2025-10-04 23:19:08.753172,0.12468689986895962,0,90.05848193955562,576,tablet,0.20143985629237385
221,pred_221,2025-10-01 23:16:20.753172,0.19756253974342275,0,14.266253460857493,162,mobile,0.23031281199826806
222,pred_222,2025-10-01 16:34:33.753172,0.08675303203826126,0,25.768397217159656,830,desktop,0.018700539649648365
223,pred_223,2025-10-01 09:35:08.753172,0.16026329903477093,0,143.7438075962394,204,desktop,0.1114077249008812
224,pred_224,2025-09-30 21:21:37.753172,0.22384006783922172,0,35.510997199790474,815,mobile,0.09234457081788143
225,pred_225,2025-10-06 20:29:09.753172,0.09774290645478682,0,59.70750898256467,843,desktop,0.0597427682416328
226,pred_226,2025-10-06 15:39:14.753172,0.08732083971084954,0,85.7904012631653,133,tablet,0.15027448428250023
227,pred_227,2025-10-02 10:34:07.753172,0.22382713334262422,0,61.49389636344298,608,tablet,0.3523014561762529
228,pred_228,2025-10-02 01:52:02.753172,0.25816490910874274,1,45.73470409809405,985,desktop,0.46133206545293537
229,pred_229,2025-10-04 04:19:18.753172,0.03572081443381542,0,323.62757969150374,447,mobile,0.07125577686921789
230,pred_230,2025-10-02 13:44:36.753172,0.07328710364521623,0,2.5555499829932478,900,desktop,0.12768959189227086
231,pred_231,2025-10-01 22:58:55.753172,0.2621790218271213,0,35.85009437818281,192,desktop,0.3799181624211669
232,pred_232,2025-10-04 08:09:42.753172,0.09376956054533686,0,143.9782823398922,536,desktop,0.004864028397820549
233,pred_233,2025-10-07 08:55:18.753172,0.2234451316053881,0,5.1491329585936025,863,tablet,0.1522855306878424
234,pred_234,2025-10-05 07:39:44.753172,0.11997346333182649,0,33.29631156049488,252,desktop,0.08131120239062523
235,pred_235,2025-10-04 19:11:14.753172,0.20998619994886678,0,21.355502740382008,795,desktop,0.09784165652087366
236,pred_236,2025-10-03 20:13:27.753172,0.32788454888891194,0,12.892346605551875,718,mobile,0.46479168685662814
237,pred_237,2025-10-02 07:18:59.753172,0.405538400579057,0,18.718838073654737,394,tablet,0.6804504502209093
238,pred_238,2025-10-02 09:27:48.753172,0.28000017313640324,1,18.613803440014294,485,tablet,0.4214020769024345
239,pred_239,2025-10-06 15:36:33.753172,0.13615063779173317,0,62.38840696957855,475,desktop,0.0674334558537944
240,pred_240,2025-10-06 08:37:48.753172,0.20038039818342465,0,30.11575869393095,576,desktop,0.3716578238729528
241,pred_241,2025-10-01 13:50:50.753172,0.14247478453362183,0,117.72647558957881,453,tablet,0.2071125976040011
242,pred_242,2025-10-04 05:15:25.753172,0.3029616192169981,0,52.01502797933491,831,mobile,0.6461473163445335
